"HTS Number","COMMODITIES","IMPORT"
"11061000","Flour, meal and powder of the dried leguminous vegetables of heading 0713","26,003"
"11062010","Flour, meal and powder of Chinese water chestnuts","68,619"
"11062090","Flour, meal and powder of sago, or of roots or tubers of heading 0714 (excluding Chinese water chestnuts)","33,329,597"
"11063020","Flour, meal and powder of banana and plantain","13,224"
"11063040","Fruit and nut flour, meal and powder of the products of chapter 8, other than of banana and plantain","1,064,026"
"11071000","Malt, not roasted","4,513"
"11072000","Malt, roasted","7,297"
"11081100","Wheat starch","608,617"
"11081200","Corn (maize) starch","1,068,790"
"11081300","Potato starch","529,421"
"11081400","Cassava (manioc) starch","35,625"
"11081900","Starches other than wheat, corn (maize), potato or cassava (manioc) starches","2,775,345"
"11082000","Inulin","1,405,555"
"11090090","Wheat gluten, whether or not dried, to be used for other than animal feed","1,945,608"
"12011000","Soybeans, whether or not broken, seed","231,631"
"12019000","Soybeans, whether or not broken, other than seed","8,340,290"
"12040000","Flaxseed (linseed), whether or not broken","162,206"
"12060000","Sunflower seeds, whether or not broken","6,390,305"
"12074000","Sesame seeds, whether or not broken","985,445"
"12077000","Melon seeds","5,540,802"
"12079903","Other oil seeds and oleaginous fruits whether or not broken, incl niger seeds, hemp seeds and seeds nesoi","15,449,573"
"12081000","Flours and meals of soybeans","677,254"
"12089000","Flours and meals of oil seeds or oleaginous fruits other than those of mustard or soybeans","144,836"
"12091000","Sugar beet seeds of a kind used for sowing","3,296"
"12092910","Beet seed, other than sugar beet seed, of a kind used for sowing","273,269"
"12092991","Seeds of forage plants of a kind used for sowing, not elsewhere specified or included","608,323"
"12093000","Seeds of herbaceous plants cultivated principally for their flowers","3,539,086"
"12099110","Cauliflower seeds of a kind used for sowing","68,253"
"12099140","Onion seeds of a kind used for sowing","6,734"
"12099150","Parsley seeds of a kind used for sowing","11,500"
"12099160","Pepper seeds of a kind used for sowing","10,903,816"
"12099180","Vegetable seeds, nesi, of a kind used for sowing","59,771,384"
"12099920","Tree and shrub seeds of a kind used for sowing","420,890"
"12099941","Seeds, fruits and spores, of a kind used for sowing, nesi","918,718"
"12112010","Ginseng roots, fresh or dried, whether or not cut, crushed or powdered","28,786,393"
"12115000","Ephedra","39,267"
"12119020","Mint leaves, crude or not manufactured, of a kind used in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes","8,598"
"12119040","Mint leaves nesi, of a kind used in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes","831,698"
"12119092","Plants, parts of plants (including seeds and fruits), used in perfumery, pharmacy, insecticidal, fungicidal or similar puproses, other, fresh or dried","64,339,624"
"12119093","Plants, parts of plants (including seeds and fruits), used in perfumery, pharmacy, insecticidal, fungicidal or similar purposes, chilled or frozen","28,000"
"12122100","Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human consumption","10,925,321"
"12122900","Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, other than for human consumption","3,974,133"
"12129920","Nectarine stones and kernels of a kind used primarily for human consumption, not elsewhere specified or included","6,420"
"12129930","Apricot, peach (other than nectarine) or plum stones and kernels used primarily for human consumption, not elsewhere specified or included","705,437"
"12129992","Fruit stone & kernel (not apricot/peach/plum) & other vegetable products used primary human consumption, nesoi","39,533,295"
"12141000","Alfalfa (lucerne) meal and pellets","273,438"
"12149000","Rutabagas, mangolds, fodder roots, hay, clover, sainfoin, kale, lupines, vetches & forage products nesi","239,189"
"14011000","Bamboos, of a kind used primarily for plaiting","14,491,842"
"14012020","Rattans, in the rough or cut transversely into sections, of a kind used primarily for plaiting","382,536"
"14012040","Rattans, other than those in the rough or cut transversely into sections, of a kind used primarily for plaiting","1,703,884"
"14019040","Lime bark, raffia, reeds, rushes, cleaned, bleached or dyed cereal straw, other vegetable materials nesi, used primarily for plaiting","230,115"
"14049010","Vegetable hair not elsewere specified or included","27,182"
"14049030","Istle of a kind used primarily in brooms or brushes","390,615"
"14049040","Piassava, couch-grass and other vegetable materials nesoi, of a kind used primarily in brooms or brushes","34,842"
"14049090","Other vegetable materials nesoi","10,905,157"
"15041020","Cod-liver oil and its fractions","436,649"
"15041040","Fish-liver oils and their fractions, other than cod-liver oil and its fractions","2,749,747"
"15042020","Cod oil and its fractions, other than liver oil","2,253,700"
"15042040","Herring oil and its fractions, other than liver oil","323,588"
"15042060","Fats and oils and their fractions, of fish other than cod and herring, excluding liver oil","2,747,645"
"15050010","Wool grease, crude","56,525"
"15050090","Fatty substances derived from wool grease (including lanolin)","4,152,351"
"15060000","Animal fats and oils and their fractions nesi, whether or not refined, but not chemically modified","52,200"
"16023200","Prepared or preserved meat or meat offal of chickens, nesoi","2,526"
"16030090","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates, other than clam juice","717,604"
"16041120","Prepared or preserved salmon, whole or in pieces, but not minced, in oil, in airtight containers","347,924"
"16041140","Prepared or preserved salmon, whole or in pieces, but not minced, other than in oil and in airtight containers","7,185,884"
"16041260","Herrings prepared or preserved, whole or in pieces, but not minced, nesi","302,661"
"16041310","Smoked sardines, in oil, not skinned nor boned, $1/kg or more in tin-plate containers, or $1.10/kg or more in other airtight containers","839,690"
"16041320","Sardines, not smoked, sardinella, brisling or sprats, neither skinned nor boned, in oil, in airtight containers","9,000"
"16041330","Sardines, sardinella, brisling or sprats, skinned or boned, in oil, in airtight containers","39,374"
"16041340","Sardines, sardinella, brisling, sprats in containers with their contents under 225 g each, except those in oil and in airtight containers","3,143,736"
"16041390","Sardines, sardinella and brisling or sprats (not in oil and airtight cont.), prepared or preserved, not minced, cont. 225 g or more","3,855,945"
"16041422","Tunas and skipjack, not in oil, in airtight cont., n/o 7 kg, not of U.S. possessions, product within quota","4,145,207"
"16041430","Tunas and skipjack, not in oil, in airtight containers, n/o 7 kg, not of U.S. possessions, over quota","7,602,353"
"16041440","Tunas and skipjack, not in airtight containers, not in oil, in bulk or in immediate containers weighing with contents over 6.8 kg each","96,676,201"
"16041450","Tunas and skipjack, not in airtight containers, not in bulk or in immediate containers weighing with contents over 6.8 kg each","13,644"
"16041500","Prepared or preserved mackerel, whole or in pieces, but not minced","11,696,220"
"16041620","Anchovies, whole or in pieces but not minced, in oil, in airtight containers","7,344"
"16041640","Prepared or preserved anchovies, whole or in pieces, not minced, not in oil, in immediate containers with their contents 6.8 kg or less ea.","189,462"
"16041710","Prepared or preserved eels, whole or in pieces, but not minced, in airtight containers, not in oil","40,640,259"
"16041750","Eel similar to fish sticks and like products of any size or shape, if breaded, coated with batter, cooked or in oil","146,330"
"16041760","Prepared or preserved eel, in oil and in bulk or in immediate containers weighing over 7 kg each","331,564"
"16041780","Prepared or preserved eel, whole or in pieces, but not minced, nesi","7,323,538"
"16041910","Bonito, yellowtail and pollock, whole or in pieces, but not minced, in airtight containers, not in oil","29,749,636"
"16041922","Other fish, excluding bonito, yellowtail and pollock, in airtight containers, not in oil","1,389,093"
"16041925","Bonito, yellowtail and pollock, whole or in pieces, but not minced, in airtight containers, in oil","91,650"
"16041932","Other fish, excluding bonito, yellowtail and pollock, in airtight containers, in oil","363,146"
"16041941","Fish sticks and like products of any size or shape, fillets or other portions of fish, breaded, coated with batter, not cooked nor in oil","2,567,651"
"16041951","Fish sticks and like products of any size or shape, fillets or other portions of fish, if breaded, coated with batter, cooked or in oil","1,882,944"
"16041982","Fish, whole or in pieces, but not minced, prepared or preserved, nesoi","168,601"
"16042005","Products containing meat of crustaceans, molluscs or other aquatic invertebrates, prepared meals","918,724"
"16042010","Fish pastes","18,591"
"16042015","Fish balls, cakes and puddings, in oil","37,620"
"16042020","Fish balls, cakes and puddings, not in oil, in immediate airtight containers, weighing with their contents not over 6.8 kg each","608,775"
"16042025","Fish balls, cakes and puddings, not in oil, and in immediate nonairtight containers weighing with their contents not over 6.8 kg each","1,805,867"
"16042030","Fish balls, cakes and puddings, not in oil, not in immediate containers, weighing with their contents not over 6.8 kg each","2,997,255"
"16042040","Fish sticks and similar products of any size or shape, if breaded, coated with batter or similarly prepared, not cooked nor in oil","5,741"
"16042050","Fish sticks and similar products of any size or shape, if breaded, coated with batter or similarly prepared, cooked or in oil","570,106"
"16042060","Prepared or preserved fish, other than whole or in pieces, nesi","13,527,662"
"16043100","Caviar","7,168,355"
"16043240","Caviar substitutes prepared from fish eggs, nesi","2,267,237"
"16051020","Crabmeat, prepared or preserved, in airtight containers","84,899,945"
"16051040","Crabmeat, prepared or preserved, other than in airtight containers","2,185,548"
"16051060","Crabs, other than crabmeat, prepared or preserved","2,519,865"
"16052105","Shrimp & prawns not in airtight containers: fish meat and prepared meals","248,362"
"16052110","Shrimp & prawns not in airtight containers: other than fish meat and prepared meals","224,162,054"
"16052910","Shrimp & prawns in airtight containers: other than fish meat and prepared meals","455,581"
"16053010","Lobster, prepared or preserved, not containing fish meat, nesi","5,326"
"16054005","Crustacean products nesi, containing fish meat; prepared meals of crustaceans, nesi","466,157"
"16054010","Crustaceans nesi, prepared or preserved, not containing fish meat, nesi","65,060,695"
"16055105","Oysters, fish meat or prepared meals","338,092"
"16055140","Smoked oysters","19,559,544"
"16055150","Oysters, prepared or preserved, but not smoked","5,356,470"
"16055260","Scallops, including queen scallops, prepared or preserved","1,320,847"
"16055360","Mussels, prepared or preserved","622,648"
"16055405","Cuttle fish and squid, as containing fish meat; prepared meals","791,418"
"16055460","Cuttle fish and squid, prepared or preserved","22,144,946"
"16055505","Octopus, as containing fish meat or prepared meals","562,632"
"16055560","Octopus, prepared or preserved","8,956,515"
"16055605","Products of clams, cockles, and arkshells containing fish meat; prepared meals","5,952"
"16055610","Razor clams, in airtight containers, prepared or preserved, nesi","864,289"
